传奇名称,底材名称,传奇来源,判定依据,Wiki匹配,Wiki查询URL,校验日期
Thunderfist,Murder Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Thunderfist,2026-09-03
Heretic's Veil,Deicide Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Heretic's_Veil,2026-09-03
Machina Mitts,Murder Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Machina_Mitts,2026-09-03
Steppan Eard,Sorcerer Boots,其它掉落,"Steppan Eard drops from any Renegades warband. Renegades warband can be encountered from specific prophecies, Renegade Base Azurite Mine node, from opening Renegades Cache, and from 16x16px|link=|alt=Acid Caverns Map Acid Caverns Map Map Tier: 14 Monster Level: 81 Guild Character : ÿ Travel to this Map by using it in the Templar Laboratory or a personal Map Device. Maps can only be used once. 78x78px|link=|alt=|class=item-icon .",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Steppan_Eard,2026-09-03
Betrayal's Sting,Steel Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Betrayal's_Sting,2026-09-03
The Yielding Mortality,Imperial Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Yielding_Mortality,2026-09-03
Paradoxica,Vaal Rapier,其它掉落,Drops from executed Safehouse leaders in Intervention Safehouses. Only obtainable from Safehouses of area level 78 or higher.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Paradoxica,2026-09-03
Replica Allure,Vaal Claw,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Allure,2026-09-03
Replica Paradoxica,Vaal Rapier,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Paradoxica,2026-09-03
Rigwald's Hunt,General's Brigandine,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rigwald's_Hunt,2026-09-03
Rigwald's Quills,Two-Point Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rigwald's_Quills,2026-09-03
Replica Perfect Form,Zodiac Leather,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Perfect_Form,2026-09-03
Hyrri's Ire,Zodiac Leather,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hyrri's_Ire,2026-09-03
Doedre's Skin,Widowsilk Robe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Doedre's_Skin,2026-09-03
Replica Hyrri's Ire,Zodiac Leather,其它掉落,Replicas can be obtained from the Curio Display in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Hyrri's_Ire,2026-09-03
Yaomac's Accord,Vaal Sceptre,BOSS掉落,Can be obtained as a boss drop from the Trialmaster in an Ultimatum encounter.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Yaomac's_Accord,2026-09-03
Replica Loreweave,Elegant Ringmail,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Loreweave,2026-09-03
The Surrender,Ezomyte Tower Shield,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Surrender,2026-09-03
Loreweave,Elegant Ringmail,其它掉落,This item can be acquired by vendoring 60x Unique Rings .,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Loreweave,2026-09-03
Warrior's Legacy,Ruby Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Warrior's_Legacy,2026-09-03
Astral Projector,Topaz Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Astral_Projector,2026-09-03
The Arkhon's Tools,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Arkhon's_Tools,2026-09-03
Replica Stampede,Assassin's Boots,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Stampede,2026-09-03
Whispers of Infinity,Seaglass Amulet,BOSS掉落,Drops from Uber Incarnation of Dread.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Whispers_of_Infinity,2026-09-03
Darkscorn,Assassin Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Darkscorn,2026-09-03
Arborix,Assassin Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Arborix,2026-09-03
Replica Tulfall,Opal Wand,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Tulfall,2026-09-03
Replica Cold Iron Point,Ezomyte Dagger,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Cold_Iron_Point,2026-09-03
The Surging Thoughts,Legion Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Surging_Thoughts,2026-09-03
The Admiral,Varnished Coat,BOSS掉落,"The Admiral drops from Admiral Darnaw, the boss of 16x16px|link=|alt=Contract: Death to Darnaw Contract: Death to Darnaw Naval Contract Client: Faustus Heist Target: Kill Admiral Darnaw Area Level: 82 Requires Counter-Thaumaturgy (Level 4 ) ""If Admiral Darnaw is stupid enough to send orders to his fleet members and not expect us to steal them, then he deserves what's coming to him!"" Give this Contract to Adiyah in the Rogue Harbour to embark on the Heist. 78x78px|link=|alt...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Admiral,2026-09-03
Kintsugi,Exquisite Leather,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kintsugi,2026-09-03
Apep's Supremacy,Vaal Spirit Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Apep's_Supremacy,2026-09-03
Shavronne's Wrappings,Occultist's Vestment,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Shavronne's_Wrappings,2026-09-03
Spinehail,Vile Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Spinehail,2026-09-03
Abberath's Hooves,Goathide Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Abberath's_Hooves,2026-09-03
Mjölner,Gavel,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mj%C3%B6lner,2026-09-03
Replica Abyssus,Ezomyte Burgonet,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Abyssus,2026-09-03
Replica Mistwall,Lacquered Buckler,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Mistwall,2026-09-03
The Iron Fortress,Crusader Plate,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Iron_Fortress_(fated),2026-09-03
Iron Heart,Crusader Plate,其它掉落,Wiki 当前名称/底材数据无匹配；按永久区遗留或非当前自然掉落处理,Wiki当前数据无匹配,https://www.poewiki.net/wiki/Special:Search?search=Iron%20Heart,2026-09-03
Fleshcrafter,Necromancer Silks,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fleshcrafter,2026-09-03
Gravebind,Hydrascale Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Gravebind,2026-09-03
Farrul's Pounce,Hydrascale Gauntlets,BOSS掉落,"Farrul's Pounce can only drop from Farrul, First of the Plains.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Farrul's_Pounce,2026-09-03
Shavronne's Revelation,Moonstone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Shavronne's_Revelation,2026-09-03
Voll's Devotion,Agate Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Voll's_Devotion,2026-09-03
Screams of the Desiccated,Leather Belt,其它掉落,"Drops from Saresh, of the Weeping Black.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Screams_of_the_Desiccated_(1_shrine),2026-09-03
The Sands of Time,Tyrant's Sekhem,其它掉落,"Drops from Saresh, of the Weeping Black.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Sands_of_Time,2026-09-03
Kaom's Primacy,Karui Chopper,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kaom's_Primacy,2026-09-03
Crown of the Tyrant,Magistrate Crown,BOSS掉落,"Aul, the Crystal King is the rarest boss among the bosses in the Azurite Mine. Players reported that they found the boss in 200+ depths digging horizontally.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Crown_of_the_Tyrant,2026-09-03
Crest of Desire,Fluted Bascinet,其它掉落,Crest of Desire can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Crest_of_Desire,2026-09-03
Lost Unity,Formless Ring,其它掉落,Obtained from a vendor recipe using 5 different unique Breach rings.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lost_Unity,2026-09-03
Offering to the Serpent,Legion Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Offering_to_the_Serpent_(Fractured),2026-09-03
Farrul's Bite,Harlequin Mask,BOSS掉落,"Farrul's Bite can only drop from Farrul, First of the Plains in Farrul's Den.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Farrul's_Bite,2026-09-03
Maloney's Mechanism,Ornate Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Maloney's_Mechanism,2026-09-03
Replica Maata's Teaching,Karui Sceptre,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Maata's_Teaching,2026-09-03
Maata's Teaching,Karui Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Maata's_Teaching,2026-09-03
Garb of the Ephemeral,Savant's Robe,BOSS掉落,Drops from Venarius during Synthesis league.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Garb_of_the_Ephemeral_(Fractured),2026-09-03
The Fourth Vow,Devout Chainmail,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Fourth_Vow,2026-09-03
Corpsewalker,Carnal Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Corpsewalker,2026-09-03
The Bandit Lord's Band,Gold Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Bandit_Lord's_Band,2026-09-03
Sandstorm Visage,Necromancer Circlet,BOSS掉落,"Drops from Lycia, Herald of the Scourge when 16x16px|link=|alt=The Chains of Castigation The Chains of Castigation Processional Relic Requires Level 64 The Herald of the Scourge drops Sandstorm Visage Rooms are unknown on the Sanctum Map Cannot be used with Forbidden Tomes below level 75 This item is destroyed when applied to a Sanctum Unmodifiable ""The mysterious traveller saw the vilified brother chained to a cliff, where all could point and shout and deride him. In one ...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sandstorm_Visage,2026-09-03
Atziri's Reflection,Golden Buckler,BOSS掉落,Only drops from Uber Atziri.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Atziri's_Reflection,2026-09-03
Qotra's Regulator,Sovereign Spiked Shield,其它掉落,Exclusive as a reward from Rituals.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Qotra's_Regulator,2026-09-03
The Devouring Diadem,Necromancer Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Devouring_Diadem,2026-09-03
The Tempest Rising,Goliath Greaves,BOSS掉落,Drops from Uber Sirus.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Tempest_Rising,2026-09-03
The Celestial Brace,Goliath Gauntlets,BOSS掉落,Drops from Uber Exarch.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Celestial_Brace,2026-09-03
Utula's Hunger,Majestic Plate,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Utula's_Hunger,2026-09-03
Cloak of Defiance,Lacquered Garb,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cloak_of_Defiance,2026-09-03
Zerphi's Heart,Paua Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Zerphi's_Heart,2026-09-03
Svalinn,Girded Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Svalinn,2026-09-03
Replica Frostbreath,Ornate Mace,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Frostbreath,2026-09-03
Hand of the Lords,Carnal Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hand_of_the_Lords,2026-09-03
The Covenant,Spidersilk Robe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Covenant,2026-09-03
Replica Covenant,Spidersilk Robe,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Covenant,2026-09-03
Anathema,Moonstone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Anathema,2026-09-03
Hopeshredder,Ranger Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hopeshredder,2026-09-03
Shimmeron,Tornado Wand,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Shimmeron,2026-09-03
Nebuloch,Nightmare Mace,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Nebuloch,2026-09-03
Winds of Change,Ancient Gauntlets,其它掉落,This item can only drop in the Lord's Labyrinth.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Winds_of_Change,2026-09-03
Emperor's Vigilance,Steel Kite Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Emperor's_Vigilance,2026-09-03
Mahuxotl's Machination,Steel Kite Shield,BOSS掉落,Can be obtained as a boss drop from the Trialmaster in an Ultimatum encounter.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mahuxotl's_Machination,2026-09-03
Impresence,Onyx Amulet,BOSS掉落,Can only drop from Uber Uber Elder.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Impresence_(Chaos),2026-09-03
Abhorrent Interrogation,Ambush Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Abhorrent_Interrogation,2026-09-03
